stock_locate,tracking_number,timestamp,order_reference_number,executed_shares,match_number,printable,execution_price
8266,2,0 days 09:35:06.644788501,16738948,100,428164,1,135000
8266,4,0 days 09:35:06.644788501,16738968,200,428165,1,135000
8266,2,0 days 09:35:06.645094547,16738968,300,428166,1,135000
8266,2,0 days 09:35:06.645404727,16738968,100,428167,1,135000
8266,2,0 days 09:35:06.645799170,16738968,100,428168,1,135000
8266,2,0 days 09:35:06.646275222,16738968,100,428173,1,135000
8266,2,0 days 09:35:06.648380902,16738968,100,428175,1,135000
8188,2,0 days 09:35:06.657303278,16739724,21,428181,1,275800
44,2,0 days 09:35:06.863182846,13956017,100,428307,1,19300
4099,2,0 days 09:35:06.972173760,12102882,56,428363,1,835800
4315,2,0 days 09:35:06.994234173,12095266,8,428371,1,1656000
5527,2,0 days 09:35:07.077127241,14447587,100,428446,1,272700
6157,2,0 days 09:35:07.306403383,13382207,1,428519,1,147500
8063,2,0 days 09:35:07.341924217,16747720,100,428711,1,352000
5384,6,0 days 09:35:07.444517070,14496571,100,428852,1,155400
992,2,0 days 09:35:07.491411751,14093369,100,428910,1,378200
2337,2,0 days 09:35:08.149283159,12152934,100,429330,1,696500
8574,2,0 days 09:35:08.159903180,16747200,100,429355,1,540100
5616,2,0 days 09:35:08.160614379,14516135,100,429382,1,391000
8266,2,0 days 09:35:08.326588341,16794748,100,429568,1,135300
3399,1,0 days 09:35:08.457107599,12167770,200,429614,0,288200
8574,2,0 days 09:35:09.107635795,16817712,100,429853,1,539900
5590,2,0 days 09:35:09.159818029,14546619,100,429877,1,756900
5616,2,0 days 09:35:09.305564621,14522807,10,429941,1,390900
5291,2,0 days 09:35:09.569881131,14539479,27,430068,1,1582700
2675,2,0 days 09:35:09.657492670,12161406,200,430151,1,475500
2675,4,0 days 09:35:09.657492670,12161898,200,430152,1,475500
5616,2,0 days 09:35:10.306731185,14522807,90,430846,1,390900
5628,2,0 days 09:35:10.647625875,14509159,5,431235,1,162500
1157,2,0 days 09:35:10.650795600,14211749,22,431237,1,802200
1528,2,0 days 09:35:10.709160556,14218265,700,431287,1,450100
5332,2,0 days 09:35:10.794269191,14606303,100,431453,1,531800
7451,2,0 days 09:35:10.795361296,16892700,100,431461,1,3222800
7451,2,0 days 09:35:10.796126399,16892700,100,431464,1,3222800
7451,2,0 days 09:35:10.796864650,16892700,100,431469,1,3222800
7451,2,0 days 09:35:10.797973091,16892700,100,431474,1,3222800
7451,2,0 days 09:35:10.799504934,16892700,100,431480,1,3222800
7451,2,0 days 09:35:10.803266111,16892700,100,431485,1,3222800
7451,2,0 days 09:35:10.813262501,16892700,100,431489,1,3222800
7451,2,0 days 09:35:10.823264256,16892700,100,431490,1,3222800
7451,2,0 days 09:35:10.833265073,16892700,100,431494,1,3222800
7451,2,0 days 09:35:10.841799940,16892700,125,431497,1,3222800
7451,2,0 days 09:35:10.843260938,16892700,100,431498,1,3222800
7451,2,0 days 09:35:10.853263324,16892700,100,431500,1,3222800
7451,2,0 days 09:35:10.863267191,16892700,37,431503,1,3222800
3475,2,0 days 09:35:11.442175063,11883782,1,431790,1,29800
8767,2,0 days 09:35:11.625528419,16919216,100,431864,1,701900
8767,2,0 days 09:35:11.625532225,16919220,11,431865,1,701900
7451,2,0 days 09:35:11.856388028,16924580,100,431989,1,3222600
7451,2,0 days 09:35:11.864367791,16924580,219,431990,1,3222600
6831,2,0 days 09:35:11.874813726,14433463,100,432007,1,132500
8515,2,0 days 09:35:11.969266389,16921912,100,432042,1,614300
44,2,0 days 09:35:12.277691660,13956017,100,432197,1,19300
44,2,0 days 09:35:12.289567432,13956017,500,432198,1,19300
44,2,0 days 09:35:12.290043909,13956017,500,432199,1,19300
44,2,0 days 09:35:12.290437890,13956017,400,432200,1,19300
44,4,0 days 09:35:12.290437890,13956021,100,432201,1,19300
44,2,0 days 09:35:12.291128466,13956021,200,432202,1,19300
44,2,0 days 09:35:12.410174949,14253841,300,432251,1,19300
8050,2,0 days 09:35:12.827352649,16937476,100,432376,1,23800
6735,2,0 days 09:35:12.844318323,14656807,200,432378,1,67400
7451,2,0 days 09:35:13.303267058,16966076,81,432561,1,3222600
5667,2,0 days 09:35:13.311324263,14667871,48,432574,1,314800
7902,2,0 days 09:35:13.465344588,16908916,100,432649,1,553600
8755,2,0 days 09:35:13.466658984,16971240,100,432664,1,1023100
8767,2,0 days 09:35:13.761751264,16919220,89,432826,1,701900
3340,2,0 days 09:35:13.879869643,12220694,87,432921,1,659600
6643,2,0 days 09:35:13.922253834,14684063,100,432961,1,591100
6643,2,0 days 09:35:13.922376372,14684099,100,432962,1,591100
6145,2,0 days 09:35:14.012155802,14688019,100,433044,1,1254800
7514,2,0 days 09:35:14.014175453,16988604,100,433048,1,185200
1005,2,0 days 09:35:14.040301293,14292785,10,433103,1,182000
8008,2,0 days 09:35:14.108621538,16976048,10,433119,1,129600
8008,2,0 days 09:35:14.206495461,16976052,100,433145,1,129600
8008,2,0 days 09:35:14.309695518,16996960,100,433194,1,129600
5291,2,0 days 09:35:14.755161534,14706199,100,433402,1,1582400
5291,4,0 days 09:35:14.755161534,14706207,100,433403,1,1582400
5537,2,0 days 09:35:15.017110985,14712611,100,433584,1,31200
3884,2,0 days 09:35:15.166528370,12128730,100,433689,1,879000
8515,2,0 days 09:35:15.244631656,17024876,80,433708,1,614300
8515,2,0 days 09:35:15.244941847,17024876,20,433709,1,614300
2014,2,0 days 09:35:15.251984188,14320381,100,433714,1,2858000
1402,2,0 days 09:35:15.850680648,14323741,100,433995,1,8800
8008,2,0 days 09:35:16.231684740,16998920,20,434147,1,129600
688,1,0 days 09:35:16.518373972,14345013,300,434264,0,355200
688,3,0 days 09:35:16.518373972,14345013,200,434265,0,355200
4937,2,0 days 09:35:16.550147116,14747487,100,434277,1,165400
3473,2,0 days 09:35:16.893296102,12385226,100,434413,1,184900
7603,2,0 days 09:35:17.023182199,17059224,100,434446,1,44500
8711,2,0 days 09:35:17.251044156,17065344,100,434520,1,112800
8711,2,0 days 09:35:17.251137155,17065344,700,434521,1,112800
8711,4,0 days 09:35:17.251137155,17065356,29,434522,1,112800
6489,2,0 days 09:35:17.459058363,14767211,10,434559,1,1513400
8748,6,0 days 09:35:17.483158274,17064208,100,434569,1,914800
6846,2,0 days 09:35:17.488259851,14768855,100,434596,1,45200
3735,2,0 days 09:35:17.721476668,12401094,8,434698,1,186000
3735,2,0 days 09:35:17.891015529,12403786,100,434748,1,186000
3735,2,0 days 09:35:17.891031140,12403786,80,434749,1,186000
3735,2,0 days 09:35:17.891031742,12403786,120,434750,1,186000
5537,2,0 days 09:35:18.062132227,14775155,100,434844,1,31200
7557,2,0 days 09:35:18.070509728,17079316,87,434860,1,383000
5537,2,0 days 09:35:18.074644204,14779191,200,434863,1,31200
8008,2,0 days 09:35:18.116851169,16998920,80,434887,1,129600
8008,4,0 days 09:35:18.116851169,17047376,20,434888,1,129600
5550,2,0 days 09:35:18.652741035,14797851,100,435247,1,255000
3633,1,0 days 09:35:19.151791617,12430382,100,435419,0,146400
8530,2,0 days 09:35:19.279270501,17110324,100,435456,1,594800
3628,1,0 days 09:35:19.501944124,12438922,400,435590,0,151600
345,2,0 days 09:35:19.505530143,14402169,208,435593,1,1001500
3355,2,0 days 09:35:19.984858350,12448854,60,435782,1,1058500
5332,2,0 days 09:35:20.005653789,14819599,100,435835,1,532200
7451,2,0 days 09:35:20.187391528,17132480,100,435934,1,3222800
5537,2,0 days 09:35:20.363678890,14837223,200,436010,1,31200
4962,2,0 days 09:35:20.397814188,14839951,61,436031,1,166500
5734,2,0 days 09:35:20.437313256,14594091,84,436066,1,141100
5275,2,0 days 09:35:20.505837046,14836011,17,436129,1,511500
5275,2,0 days 09:35:20.507405801,14836011,83,436130,1,511500
646,2,0 days 09:35:20.800410225,14429169,20,436238,1,1227300
646,2,0 days 09:35:20.800444139,14429169,20,436239,1,1227300
646,2,0 days 09:35:20.800775937,14429169,37,436240,1,1227300
646,2,0 days 09:35:20.802311777,14429169,18,436243,1,1227300
1402,2,0 days 09:35:20.844922620,14425453,100,436260,1,8799
5537,2,0 days 09:35:20.902773406,14837223,100,436275,1,31200
5275,2,0 days 09:35:21.048857748,14855367,100,436367,1,511300
8530,2,0 days 09:35:21.216100923,17159516,100,436407,1,595000
7603,2,0 days 09:35:21.512672679,17165996,100,436511,1,44500
7085,2,0 days 09:35:21.602235596,14866067,30,436581,1,396800
1157,2,0 days 09:35:21.604297853,14442481,100,436583,1,801900
1157,2,0 days 09:35:21.643301085,14442753,100,436612,1,801900
7975,2,0 days 09:35:21.846882695,17175244,200,436726,1,1365500
7648,2,0 days 09:35:21.871970621,17176680,100,436842,1,391900
2695,2,0 days 09:35:21.879524077,12166058,1,436862,1,47500
3884,2,0 days 09:35:21.967849313,12494102,100,436896,1,879000
2337,2,0 days 09:35:22.014423639,12499338,100,436978,1,696300
2337,2,0 days 09:35:22.014619367,12499338,1900,436979,1,696300
2337,4,0 days 09:35:22.014619367,12499342,1000,436980,1,696300
2337,7,0 days 09:35:22.014619367,12499378,1000,436981,1,696300
2337,9,0 days 09:35:22.014619367,12499426,3900,436982,1,696300
2337,2,0 days 09:35:22.084557158,12499426,3000,437101,1,696300
2337,2,0 days 09:35:22.085302212,12499426,3000,437102,1,696300
7995,2,0 days 09:35:22.101861512,17191544,100,437110,1,582300
7995,4,0 days 09:35:22.101861512,17191596,100,437111,1,582300
1726,2,0 days 09:35:22.117499518,14434421,100,437131,1,134900
1726,2,0 days 09:35:22.117638213,14434421,100,437132,1,134900
2337,2,0 days 09:35:22.123684412,12499426,400,437134,1,696300
2337,2,0 days 09:35:22.123744668,12499426,400,437135,1,696300
2337,2,0 days 09:35:22.125688184,12499426,400,437137,1,696300
2337,2,0 days 09:35:22.125781541,12499426,300,437138,1,696300
5419,2,0 days 09:35:22.388767562,14874295,30,437287,1,30400
2337,2,0 days 09:35:22.463909922,12499426,1200,437314,1,696300
2337,2,0 days 09:35:22.463957001,12499426,100,437315,1,696300
1351,2,0 days 09:35:23.053144637,14437901,100,437506,1,406800
7581,2,0 days 09:35:23.595253650,17215848,100,437704,1,327200
891,2,0 days 09:35:23.766207433,14099857,100,437753,1,49800
5419,2,0 days 09:35:23.866100367,14874295,270,437778,1,30400
5419,4,0 days 09:35:23.866100367,14874299,130,437779,1,30400
7451,2,0 days 09:35:23.999528608,17231536,100,437805,1,3222100
8482,2,0 days 09:35:24.182890252,17237308,100,437929,1,1637700
8482,2,0 days 09:35:24.182893416,17237308,15,437930,1,1637700
1283,2,0 days 09:35:24.457625638,14501385,100,438003,1,80300
1283,4,0 days 09:35:24.457625638,14501389,100,438004,1,80300
1283,6,0 days 09:35:24.457625638,14501409,100,438005,1,80300
3040,2,0 days 09:35:24.570542740,12542566,100,438052,1,366500
7551,2,0 days 09:35:25.394058748,17255496,100,438287,1,269200
2337,2,0 days 09:35:25.492485851,12499426,900,438356,1,696300
1997,2,0 days 09:35:25.745148114,14438101,100,438442,1,421300
5023,2,0 days 09:35:25.896890804,14954255,100,438474,1,15700
7551,2,0 days 09:35:26.222504286,17276364,100,438601,1,269200
7364,2,0 days 09:35:26.490559281,17279628,100,438692,1,212400
7364,2,0 days 09:35:26.491927183,17279684,100,438694,1,212400
2337,2,0 days 09:35:26.556812624,12499426,100,438725,1,696300
5023,2,0 days 09:35:26.619404954,14954255,100,438741,1,15700
8628,2,0 days 09:35:26.665842931,17245064,100,438769,1,305800
2425,2,0 days 09:35:26.750969258,12584858,100,438794,1,339100
646,2,0 days 09:35:26.960199697,14429169,5,438852,1,1227300
3974,2,0 days 09:35:27.157703340,12590850,49,438930,1,47700
1882,2,0 days 09:35:27.424896378,14529549,100,439016,1,102400
8063,2,0 days 09:35:27.947021697,17298504,100,439288,1,352200
332,4,0 days 09:35:27.968409510,14553117,17,439305,1,607400
6830,2,0 days 09:35:28.282781856,15006031,100,439531,1,529900
332,2,0 days 09:35:28.329919345,14553117,83,439552,1,607400
6175,2,0 days 09:35:28.380482971,14995603,24,439558,1,385900
3628,2,0 days 09:35:28.901979145,12601214,100,439949,1,151600
3628,4,0 days 09:35:28.901979145,12601222,100,439950,1,151600
7425,2,0 days 09:35:29.009976178,17323872,100,439974,1,308100
7734,2,0 days 09:35:29.046237926,17327036,40,440014,1,249900
5419,2,0 days 09:35:29.061368628,14874299,200,440022,1,30400
3371,2,0 days 09:35:29.237801862,12630166,100,440091,1,703200
5419,2,0 days 09:35:29.305396526,14874299,200,440111,1,30400
7995,2,0 days 09:35:29.359788010,17334160,100,440158,1,582100
2576,2,0 days 09:35:29.790139203,12619538,84,440325,1,187900
7173,2,0 days 09:35:30.071816978,15049139,10,440419,1,1104400
2337,2,0 days 09:35:30.164342538,12499426,400,440443,1,696300
1997,2,0 days 09:35:30.400154700,14438101,100,440528,1,421300
8266,2,0 days 09:35:30.448123362,17349700,100,440542,1,135100
2144,2,0 days 09:35:30.460305892,14599609,4,440545,1,424500
2144,2,0 days 09:35:30.460668036,14599609,73,440546,1,424500
5291,2,0 days 09:35:30.551234308,15058419,200,440561,1,1582100
8767,2,0 days 09:35:30.760264276,17334600,100,440626,1,701900
8767,2,0 days 09:35:30.760333421,17334604,100,440627,1,701900
2024,2,0 days 09:35:30.958502889,14605817,10,440705,1,330500
2024,4,0 days 09:35:30.958502889,14605873,90,440706,1,330500
4381,2,0 days 09:35:30.996749482,12664658,100,440795,1,102400
4756,2,0 days 09:35:31.323377807,15077431,100,440980,1,555400
7302,2,0 days 09:35:31.328171361,17334544,100,440984,1,160900
2337,2,0 days 09:35:31.636502943,12499426,100,441069,1,696300
4309,2,0 days 09:35:31.795921655,12603978,100,441144,1,178800
3757,2,0 days 09:35:31.869769443,12684526,100,441197,1,1118300
3757,2,0 days 09:35:31.869778313,12684534,100,441198,1,1118300
8063,2,0 days 09:35:32.060400794,17383680,100,441325,1,352000
2337,2,0 days 09:35:32.309267948,12499426,900,441434,1,696300
2337,2,0 days 09:35:32.392371651,12499426,4328,441476,1,696300
636,2,0 days 09:35:32.398867253,14602481,100,441477,1,181100
5419,2,0 days 09:35:32.658574315,14874299,400,441602,1,30400
3401,2,0 days 09:35:32.765159344,12691038,1,441636,1,363800
6815,2,0 days 09:35:32.766949858,15108819,100,441645,1,1365900
6815,4,0 days 09:35:32.766949858,15108891,50,441646,1,1365900
799,2,0 days 09:35:32.910149418,14314961,100,441701,1,62800
799,2,0 days 09:35:32.910281127,14314961,83,441702,1,62800
306,2,0 days 09:35:33.427502546,14649089,100,441911,1,305700
3816,2,0 days 09:35:33.632278336,12713422,100,441990,1,391200
3453,6,0 days 09:35:33.716066123,12715810,50,442021,1,184500
3453,8,0 days 09:35:33.716066123,12715814,100,442022,1,184500
2675,2,0 days 09:35:33.776581932,12719062,33,442091,1,475500
2675,4,0 days 09:35:33.776581932,12719066,1667,442092,1,475500
2675,2,0 days 09:35:33.776584141,12719066,733,442093,1,475500
2675,4,0 days 09:35:33.776584141,12719070,200,442094,1,475500
2675,6,0 days 09:35:33.776584141,12719074,167,442095,1,475500
2675,2,0 days 09:35:33.776697639,12719074,33,442096,1,475500
2675,4,0 days 09:35:33.776697639,12719078,67,442097,1,475500
6643,2,0 days 09:35:33.956487061,15115795,100,442156,1,591000
4341,2,0 days 09:35:34.530735979,12732502,100,442355,1,923700
6815,2,0 days 09:35:34.575051654,15139951,1,442387,1,1365500
5537,2,0 days 09:35:34.719484771,15138915,100,442441,1,31300
1043,2,0 days 09:35:34.912505016,14668373,100,442484,1,390700
2918,2,0 days 09:35:35.010393957,12527406,100,442539,1,126400
1521,2,0 days 09:35:35.145485336,14673709,40,442637,1,717100
1521,4,0 days 09:35:35.145485336,14673717,40,442638,1,717100
4309,2,0 days 09:35:35.242757727,12715826,100,442686,1,178800
8626,2,0 days 09:35:35.325887698,17442284,100,442727,1,235100
8626,2,0 days 09:35:35.326344662,17442288,100,442728,1,235100
1151,2,0 days 09:35:35.378956325,14675181,200,442731,1,752500
2737,2,0 days 09:35:35.521144785,12752282,50,442761,1,2064800
2737,2,0 days 09:35:35.521155402,12752282,50,442762,1,2064800
992,2,0 days 09:35:35.978734653,14662265,100,442881,1,378100
4341,2,0 days 09:35:36.063476291,12756294,100,442905,1,923600
5291,1,0 days 09:35:36.089648895,15166839,100,442940,0,1582100
5291,3,0 days 09:35:36.089648895,15166839,100,442941,0,1582100
636,2,0 days 09:35:36.256132899,14689913,100,443025,1,181900
5332,1,0 days 09:35:36.363764217,15173283,100,443089,0,533500
5332,3,0 days 09:35:36.363764217,15173283,100,443090,0,533500
723,2,0 days 09:35:36.702568076,14696921,100,443196,1,171900
723,2,0 days 09:35:36.702873598,14696985,100,443198,1,171900
3816,4,0 days 09:35:37.084950523,12775558,200,443326,1,391200
3816,6,0 days 09:35:37.084950523,12775570,100,443327,1,391200
3816,8,0 days 09:35:37.084950523,12775582,400,443328,1,391200
3816,10,0 days 09:35:37.084950523,12775586,600,443329,1,391200
3816,2,0 days 09:35:37.085072069,12775666,200,443337,1,391300
3816,2,0 days 09:35:37.085104707,12775666,200,443338,1,391300
3816,2,0 days 09:35:37.085124922,12775666,200,443339,1,391300
3816,2,0 days 09:35:37.085231216,12775666,100,443340,1,391300
3816,4,0 days 09:35:37.085231216,12775670,100,443341,1,391300
3816,6,0 days 09:35:37.085231216,12775678,200,443342,1,391300
7537,2,0 days 09:35:37.277409323,17488436,20,443464,1,401600
6118,2,0 days 09:35:37.540975993,15189615,100,443569,1,393300
688,2,0 days 09:35:37.630911653,14710481,50,443595,1,355400
8278,2,0 days 09:35:38.308371613,17452544,100,443884,1,63000
6001,2,0 days 09:35:38.605655863,15212391,70,444004,1,721400
2011,2,0 days 09:35:38.919294210,14734377,100,444131,1,79700
8754,2,0 days 09:35:39.232641498,17530880,100,444245,1,642100
8754,4,0 days 09:35:39.232641498,17530884,100,444246,1,642100
8754,2,0 days 09:35:39.232650095,17530896,100,444247,1,642100
8754,4,0 days 09:35:39.232650095,17530904,400,444248,1,642100
1101,2,0 days 09:35:39.244547907,14732709,100,444257,1,427300
8754,12,0 days 09:35:39.252705518,17531080,100,444265,1,642100
3102,2,0 days 09:35:39.537181472,12774454,800,444347,1,200300
8278,2,0 days 09:35:39.703765913,17515864,100,444388,1,63100
8278,4,0 days 09:35:39.703765913,17515868,100,444389,1,63100
1283,2,0 days 09:35:39.737680261,14747517,400,444396,1,80300
1716,2,0 days 09:35:40.157691840,14753969,100,444525,1,649000
5419,2,0 days 09:35:40.183607111,14874299,70,444551,1,30400
4363,2,0 days 09:35:40.291364928,12827838,100,444823,1,187800
2778,1,0 days 09:35:40.350047795,12832086,100,444895,0,130400
6981,2,0 days 09:35:40.671496169,15229343,100,445081,1,96900
7259,2,0 days 09:35:40.939675361,17570160,100,445150,1,654600
5212,2,0 days 09:35:41.111355949,14281079,100,445186,1,47800
451,2,0 days 09:35:41.409633304,14770929,98,445300,1,73000
7259,2,0 days 09:35:41.573915643,17585416,100,445412,1,654600
8788,2,0 days 09:35:41.754419368,16733888,16,445479,1,507500
7259,2,0 days 09:35:41.903341559,17585416,300,445611,1,654600
7259,2,0 days 09:35:41.903438520,17585416,65,445612,1,654600
1880,2,0 days 09:35:42.069492342,14784441,36,445669,1,161500
8623,2,0 days 09:35:42.324760018,17600196,200,445744,1,68200
3779,2,0 days 09:35:42.392251506,12869418,14,445776,1,256400
3779,4,0 days 09:35:42.413523984,12869418,52,445780,1,256400
4381,2,0 days 09:35:42.631027307,12874438,65,445888,1,102500
6981,2,0 days 09:35:42.634894853,15253163,200,445889,1,96900
1832,2,0 days 09:35:42.715240230,14796925,86,445944,1,403700
6118,2,0 days 09:35:42.968230276,15193407,1,446072,1,393300
3296,2,0 days 09:35:43.355239081,12884294,100,446226,1,43600
8697,4,0 days 09:35:43.367337196,17619876,100,446240,1,94100
652,2,0 days 09:35:43.783696210,14815329,100,446397,1,303900
5332,2,0 days 09:35:44.212671449,15309379,300,446584,1,533500
2263,2,0 days 09:35:44.238342258,12895194,18,446590,1,361000
2263,2,0 days 09:35:44.256435098,12895194,82,446601,1,361000
867,1,0 days 09:35:45.811001895,14845829,27,447204,0,181700
867,1,0 days 09:35:45.828124448,14846097,100,447211,0,181700
685,2,0 days 09:35:46.090454628,14851289,100,447340,1,3291000
3827,2,0 days 09:35:46.404201800,12855462,15,447505,1,186700
867,2,0 days 09:35:46.486190047,14859033,100,447548,1,181800
7871,2,0 days 09:35:46.671226634,17681620,100,447626,1,218100
5332,2,0 days 09:35:46.978615535,15365583,100,447760,1,533400
8081,4,0 days 09:35:46.997499380,17693260,500,447785,1,299600
3262,2,0 days 09:35:47.022295163,12946574,100,447813,1,190300
2674,2,0 days 09:35:47.229513930,12943510,100,447905,1,625100
8266,2,0 days 09:35:47.471349896,17686204,100,447985,1,135100
3040,2,0 days 09:35:47.842765581,12958986,100,448090,1,366600
6723,2,0 days 09:35:48.202179419,15303415,65,448221,1,180500
6723,2,0 days 09:35:48.202249562,15303415,10,448222,1,180500
8831,2,0 days 09:35:48.230268276,17714932,300,448246,1,23300
6723,2,0 days 09:35:48.267574612,15303415,71,448282,1,180500
6723,2,0 days 09:35:48.268870223,15303415,30,448285,1,180500
8695,2,0 days 09:35:48.854690447,17727172,100,448490,1,272000
8695,2,0 days 09:35:48.861376534,17727168,100,448491,1,272000
3747,2,0 days 09:35:48.889389752,12975250,100,448510,1,33500
4573,2,0 days 09:35:48.907530378,12966798,4,448511,1,204100
8695,2,0 days 09:35:48.916230644,17727168,100,448513,1,272000
8695,2,0 days 09:35:48.916231977,17727212,100,448514,1,272000
6216,1,0 days 09:35:49.900296195,15420187,100,448875,0,259900
8510,2,0 days 09:35:50.248159529,17744348,100,448978,1,155900
8510,4,0 days 09:35:50.248159529,17744412,100,448979,1,155900
451,2,0 days 09:35:50.312891830,14901509,100,449021,1,72600
3615,2,0 days 09:35:50.361595747,12977766,100,449034,1,246900
451,2,0 days 09:35:50.649205400,14901509,100,449134,1,72600
6723,2,0 days 09:35:51.414127184,15303415,24,449455,1,180500
451,2,0 days 09:35:51.476219801,14901509,7,449464,1,72600
5977,5,0 days 09:35:52.712456440,15467191,100,450064,1,191900
6592,2,0 days 09:35:53.220297791,14628239,100,450229,1,1670000
4309,2,0 days 09:35:53.623976048,12715830,100,450403,1,178800
1213,2,0 days 09:35:53.885308834,14970741,100,450506,1,171200
6990,2,0 days 09:35:54.023038082,15488131,2,450549,1,99300
4292,2,0 days 09:35:55.271612381,13036274,58,451132,1,630300
6939,2,0 days 09:35:55.841577395,15518327,12,451336,1,1743700
6939,2,0 days 09:35:55.841578735,15518327,12,451337,1,1743700
6939,2,0 days 09:35:55.841580780,15518327,67,451338,1,1743700
6939,2,0 days 09:35:55.841584615,15518327,9,451339,1,1743700
8278,2,0 days 09:35:56.050674422,17787060,100,451447,1,63100
8278,4,0 days 09:35:56.050674422,17787064,100,451448,1,63100
1101,2,0 days 09:35:56.050861145,15007245,100,451449,1,427200
1937,2,0 days 09:35:56.204695153,15010017,100,451492,1,635900
1937,4,0 days 09:35:56.204695153,15010021,100,451493,1,635900
1937,2,0 days 09:35:56.205473708,15010033,100,451494,1,635900
1997,2,0 days 09:35:56.381875489,14933305,1,451524,1,421300
7167,2,0 days 09:35:57.343026369,15541923,300,451784,1,139100
7167,4,0 days 09:35:57.343026369,15541927,87,451785,1,139100
1623,2,0 days 09:35:57.566892863,15028845,87,451846,1,647900
1623,4,0 days 09:35:57.566892863,15028853,13,451847,1,647900
1623,2,0 days 09:35:57.567128601,15028853,87,451856,1,647900
386,2,0 days 09:35:57.943270394,15035173,100,451997,1,505200
386,2,0 days 09:35:57.944645957,15035301,100,451999,1,505200
386,4,0 days 09:35:57.944645957,15035305,100,452000,1,505200
4290,2,0 days 09:35:58.020584773,13106374,100,452042,1,677100
2006,2,0 days 09:35:58.032461119,15037005,100,452045,1,525500
2006,4,0 days 09:35:58.032461119,15037013,100,452046,1,525500
7551,2,0 days 09:35:58.196880495,17859592,100,452107,1,269200
4541,2,0 days 09:35:58.231973468,13069794,100,452122,1,474100
4979,2,0 days 09:35:58.338303592,15557847,69,452182,1,326200
4979,2,0 days 09:35:58.338328875,15557847,3,452183,1,326200
2678,2,0 days 09:35:58.606761890,13115010,100,452285,1,454700
5332,2,0 days 09:35:58.688994997,15545343,100,452306,1,533500
6534,1,0 days 09:35:59.188600488,15571599,100,452446,0,94100
2983,2,0 days 09:35:59.200569857,13121802,48,452450,1,232100
7224,2,0 days 09:35:59.749173327,17911872,30,452678,1,232600
7224,4,0 days 09:35:59.749173327,17911876,100,452679,1,232600
176,2,0 days 09:35:59.775092423,15062973,100,452698,1,58400
176,2,0 days 09:35:59.777291058,15062977,100,452704,1,58400
176,2,0 days 09:35:59.780424154,15062981,100,452710,1,58400
8072,2,0 days 09:35:59.874310364,17914052,1,452739,1,878700
594,2,0 days 09:36:00.040184726,15067529,10,452882,1,281900
5274,2,0 days 09:36:00.062605762,15584743,50,452940,1,265500
6981,2,0 days 09:36:00.094332112,15590323,100,452954,1,96900
4994,2,0 days 09:36:00.143182350,15592755,20,452984,1,1393400
4994,2,0 days 09:36:00.143183041,15592755,30,452985,1,1393400
6034,2,0 days 09:36:00.152230509,15591303,200,453002,1,87000
5084,2,0 days 09:36:00.331905750,15602723,3,453146,1,107100
7058,2,0 days 09:36:00.361703416,15604007,100,453166,1,204800
7857,2,0 days 09:36:00.554180348,17730852,100,453321,1,42000
1377,2,0 days 09:36:00.592121926,15087657,100,453423,1,700200
4761,2,0 days 09:36:00.664134796,15613619,10,453501,1,192300
8631,2,0 days 09:36:00.700683024,17942964,10,453524,1,1192900
4295,2,0 days 09:36:00.854910070,13164306,100,453678,1,89500
391,2,0 days 09:36:00.884106595,15096349,100,453730,1,163100
3309,2,0 days 09:36:00.884385880,13165550,15,453737,1,159000
5408,2,0 days 09:36:00.919167302,15624075,100,453900,1,137100
8631,2,0 days 09:36:00.979546777,17942964,90,453956,1,1192900
35,2,0 days 09:36:00.982317587,15104513,100,454100,1,875900
5830,2,0 days 09:36:00.987134367,15630435,100,454147,1,758700
5830,2,0 days 09:36:00.992269449,15631347,1,454179,1,758700
7939,2,0 days 09:36:01.005148207,17969076,30,454221,1,408400
8491,2,0 days 09:36:01.006745097,17964084,41,454229,1,1199900
8461,2,0 days 09:36:01.076331719,17976636,53,454399,1,195000
7992,2,0 days 09:36:01.320265554,17985164,19,454637,1,4186000
7992,2,0 days 09:36:01.320703411,17985164,81,454638,1,4186000
2678,2,0 days 09:36:01.443250568,13196194,100,454758,1,454700
3453,2,0 days 09:36:01.452472782,13197718,100,454765,1,184600
3453,2,0 days 09:36:01.452551403,13197718,100,454766,1,184600
7860,4,0 days 09:36:01.578863843,17991240,60,454785,1,1360800
7331,2,0 days 09:36:01.920643769,18000276,90,454991,1,389200
7860,2,0 days 09:36:01.933238541,17991240,200,454998,1,1360800
5537,2,0 days 09:36:02.162391500,15661835,10,455110,1,31800
3460,2,0 days 09:36:02.247968229,13208530,100,455154,1,370800
8831,4,0 days 09:36:02.772541975,17715012,100,455488,1,23300
8831,2,0 days 09:36:02.773175336,17715012,100,455489,1,23300
8475,2,0 days 09:36:03.044747959,18028616,100,455648,1,72200
1354,2,0 days 09:36:03.147507298,15160077,100,455704,1,15500
1354,2,0 days 09:36:03.150505197,15160257,100,455711,1,15500
3298,2,0 days 09:36:03.236219833,13236210,100,455811,1,218800
5537,2,0 days 09:36:03.480351306,15694547,100,455945,1,31800
6556,2,0 days 09:36:03.622814195,15661051,249,456116,1,2127800
7995,2,0 days 09:36:03.655471652,18040972,100,456137,1,581500
7995,2,0 days 09:36:03.700967081,18045112,100,456158,1,581500
1402,2,0 days 09:36:03.815999622,15174821,100,456210,1,8580
